,news_id,subject,relation,object
2571,210,President Joe Biden,has,White House
2572,210,post,Declares,Easter
2573,210,Sunday Transgender Day,appeared on,Breitbart
2574,210,Sunday Transgender Day,appeared first on,Breitbart
2575,211,Former medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration Sunday 2024 as Transgender Day
2576,211,Former Olympic medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration Sunday 2024 as Transgender Day of Visibility
2577,211,Former medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration of Easter Sunday 2024 as Transgender Day
2578,211,Former Olympic medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration Sunday 2024
2579,211,Former medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration Sunday 2024
2580,211,Former Olympic medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration Sunday 2024 as Transgender Day
2581,211,Former medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration of Easter Sunday 2024
2582,211,Former Olympic medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration of Easter Sunday 2024 as Transgender Day of Visibility
2583,211,Former Olympic medal winner Caitlyn Jenner,has slammed,President Joe Biden
2584,211,Former medal winner Caitlyn Jenner,has slammed,President Joe Biden
2585,211,Former Olympic medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration of Easter Sunday 2024
2586,211,Former medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration Sunday 2024 as Transgender Day of Visibility
2587,211,Former Olympic medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration of Easter Sunday 2024 as Transgender Day
2588,211,Former medal winner Caitlyn Jenner,has slammed President Joe Biden for,his declaration of Easter Sunday 2024 as Transgender Day of Visibility
2589,211,post Caitlyn Jenner firs,Disgusted over,Transgender Day
2590,211,post Caitlyn Jenner firs,Absolutely Disgusted with,Biden
2591,211,post Caitlyn Jenner,Disgusted over,Transgender Day
2592,211,post Caitlyn Jenner firs,Absolutely Disgusted over,Transgender Day
2593,211,post Caitlyn Jenner,Absolutely Disgusted with,Biden
2594,211,post Caitlyn Jenner,Disgusted over,Transgender Day Visibility
2595,211,post Caitlyn Jenner firs,Disgusted with,Biden
2596,211,post Caitlyn Jenner firs,Disgusted over,Transgender Day Visibility
2597,211,post Caitlyn Jenner firs,Absolutely Disgusted over,Transgender Day Visibility
2598,211,post Caitlyn Jenner,Disgusted with,Biden
2599,211,post Caitlyn Jenner,Absolutely Disgusted over,Transgender Day Visibility
2600,211,post Caitlyn Jenner,appeared,firs
2601,211,post Caitlyn Jenner,Absolutely Disgusted over,Transgender Day
2602,212,Biden,proclaims at_time,Transgender Day on Easter Sunday
2603,212,Biden,proclaims at_time,Transgender Day Sunday
2604,212,Biden,proclaims at_time,Transgender Day of Visibility on Easter Sunday
2605,212,Biden,proclaims at_time,Transgender Day of Visibility Sunday
2606,212,President Biden,is facing backlash,he declared March 31 as Trans Visibility Day
2607,212,President Biden,is facing,backlash from conservative critics
2608,212,President Biden,is facing backlash,after he declared March 31 as Trans Visibility Day
2609,212,President Biden,is facing backlash,he traditionally declared March 31
2610,212,President Biden,is facing,backlash from critics
2611,212,President Biden,is facing,backlash
2612,212,he,declared at_time,March 31
2613,212,President Biden,is facing,angry backlash
2614,212,President Biden,is facing backlash,he declared March 31
2615,212,President Biden,is facing backlash,he traditionally declared March 31 as Trans Visibility Day
2616,212,President Biden,is facing backlash,after he traditionally declared March 31 as Trans Visibility Day
2617,212,President Biden,is facing,angry backlash from critics
2618,212,President Biden,is facing,angry backlash from conservative critics
2619,212,he,traditionally declared at_time,March 31
2620,212,President Biden,is facing backlash,after he declared March 31
2621,212,President Biden,is facing backlash,after he traditionally declared March 31
2622,213,alarming anti-trans legislation,is in,open letter
2623,213,they,describe,as alarming legislation
2624,213,they,alarming and destructive anti-trans legislation in,letter released Sunday
2625,213,they,alarming legislation in,letter released Sunday
2626,213,they,describe,as alarming anti-trans legislation
2627,213,they,legislation in,letter
2628,213,they,alarming and destructive anti-trans legislation in,open letter released Sunday by music superstars Tegan
2629,213,they,alarming legislation in,open letter released Sunday by music superstars Tegan
2630,213,they,describe,as alarming legislation in open letter released Sunday by music superstars Tegan
2631,213,as alarming anti-trans legislation,is in,open letter released Sunday by music superstars Tegan
2632,213,they,alarming anti-trans legislation in,open letter released Sunday
2633,213,they,describe,as alarming anti-trans legislation in open letter released Sunday
2634,213,they,describe,legislation in letter
2635,213,they,describe,as alarming anti-trans legislation in letter released Sunday by music superstars Tegan
2636,213,they,describe,as alarming legislation in open letter released Sunday
2637,213,they,describe,legislation in letter released Sunday by music superstars Tegan
2638,213,they,anti-trans legislation in,open letter released Sunday by music superstars Tegan
2639,213,they,describe,as alarming legislation in letter released Sunday by music superstars Tegan
2640,213,they,legislation in,letter released Sunday
2641,213,they,describe,legislation in letter released Sunday
2642,213,they,describe,as alarming anti-trans legislation in open letter
2643,213,they,describe,anti-trans legislation
2644,213,they,describe,anti-trans legislation in letter released Sunday
2645,213,they,alarming legislation in,letter
2646,213,they,alarming and destructive legislation in,letter
2647,213,they,alarming and destructive anti-trans legislation in,letter
2648,213,they,describe,legislation in open letter released Sunday
2649,213,they,alarming and destructive legislation in,open letter
2650,213,they,alarming legislation in,letter released Sunday by music superstars Tegan
2651,213,they,alarming and destructive legislation in,letter released Sunday
2652,213,they,legislation in,open letter released Sunday
2653,213,they,legislation in,letter released Sunday by music superstars Tegan
2654,213,they,describe,anti-trans legislation in open letter released Sunday by music superstars Tegan
2655,213,they,anti-trans legislation in,letter released Sunday
2656,213,they,alarming anti-trans legislation in,open letter
2657,213,they,describe,legislation
2658,213,they,alarming anti-trans legislation in,letter released Sunday
2659,213,they,legislation in,open letter released Sunday by music superstars Tegan
2660,213,they,alarming anti-trans legislation in,letter
2661,213,they,alarming anti-trans legislation in,letter released Sunday by music superstars Tegan
2662,213,they,alarming legislation in,open letter
2663,213,they,anti-trans legislation in,letter
2664,213,they,describe,anti-trans legislation in open letter released Sunday
2665,213,they,anti-trans legislation in,letter released Sunday by music superstars Tegan
2666,213,they,alarming and destructive anti-trans legislation in,open letter
2667,213,they,legislation in,open letter
2668,213,they,describe,as alarming legislation in letter
2669,213,they,anti-trans legislation in,open letter released Sunday
2670,213,they,describe,as alarming legislation in letter released Sunday
2671,213,they,describe,as alarming anti-trans legislation in letter released Sunday
2672,213,they,describe,legislation in open letter released Sunday by music superstars Tegan
2673,213,they,alarming and destructive legislation in,open letter released Sunday
2674,213,they,alarming and destructive anti-trans legislation in,open letter released Sunday
2675,213,they,alarming and destructive legislation in,open letter released Sunday by music superstars Tegan
2676,213,they,describe,anti-trans legislation in letter released Sunday by music superstars Tegan
2677,213,they,describe,as alarming anti-trans legislation in open letter released Sunday by music superstars Tegan
2678,213,they,alarming anti-trans legislation in,open letter released Sunday by music superstars Tegan
2679,213,they,describe,as alarming anti-trans legislation in letter
2680,213,they,alarming and destructive anti-trans legislation in,letter released Sunday by music superstars Tegan
2681,213,they,describe,as alarming legislation in open letter
2682,213,they,describe,legislation in open letter
2683,213,they,alarming legislation in,open letter released Sunday
2684,213,they,alarming and destructive legislation in,letter released Sunday by music superstars Tegan
2685,213,they,describe,anti-trans legislation in letter
2686,213,they,anti-trans legislation in,open letter
2687,213,they,describe,anti-trans legislation in open letter
2688,214,founder,is still moved by,its success
2689,214,founder,is moved by,its success
2690,214,Rachel Crandall Crocker,founder of,International Transgender Day
2691,215,Dom,was paralysed down from,waist
2692,215,he,open,his dance studio
2693,215,Dom Tulleken,runs,dance academy
2694,215,people,is with,disability
2695,215,Dom Tulleken,runs dance academy for,people
2696,215,Dom Tulleken,runs dance academy for,people with disability
2697,215,he,lives,ethos
2698,215,people,be,their true selves
2699,215,people,be,their selves
2700,215,he,lives by,ethos
2701,215,He,encourages,people
2702,216,Republican Party,blasted,President Joe Biden
2703,216,March 31 2024,Day of,Visibility
2704,216,Republican Party,blasted President Joe Biden on,Saturday
2705,216,Republican Party,blasted President Joe Biden for,declaring March 31 2024
2706,217,Trans corrections officer,can continue,appeals court rules
2707,217,Trans corrections officer,can continue,lawsuit
2708,217,Trans corrections officer,is in,Georgia
2709,217,transgender man,is in,Georgia
2710,217,transgender man,pursue,his lawsuit
2711,217,he,says maintained,work environment
2712,217,man,pursue,his lawsuit
2713,217,state,against,Department of Corrections
2714,217,he,says maintained,hostile work environment
2715,218,Scotland,has,new hate crime law in 90 seconds
2716,218,Scotland 's new hate crime law,is in,90 seconds
2717,218,new hate crime law,is in,Scotland
2718,218,BBC,has,James Cook
2719,218,BBC 's James Cook,breaks down,debate over new hate crime law
2720,218,BBC 's James Cook,breaks down,debate over hate crime law
2721,218,BBC 's James Cook,breaks down,debate over new hate crime law in Scotland
2722,218,BBC 's James Cook,breaks down,debate
2723,218,BBC 's James Cook,breaks down,debate over hate crime law in Scotland
2724,219,GLAAD,Behind,Black LGBTQ Media Advocacy
2725,219,GLAAD 's Communities,has emerged as,dynamic force
2726,219,GLAAD 's Communities,has emerged as,force for change
2727,219,GLAAD 's Communities,has emerged as,force for change within organization
2728,219,GLAAD,has,Communities of Color Department
2729,219,GLAAD 's Communities,has emerged as,force
2730,219,GLAAD 's Communities,has emerged as,dynamic force for change
2731,219,GLAAD 's Communities,has emerged as,dynamic force for change within organization
2732,220,Two,charged in,activist
2733,220,Two,charged in,transgender activist
2734,220,Cecilia Gentili,has,death
2735,220,Two people,have,have charged in death
2736,220,Two people,have,have charged in death of activist
2737,220,people,have,have charged
2738,220,people,have,have charged in death of transgender activist
2739,220,Two people,have,have charged in death of transgender activist
2740,220,people,have,have charged in death
2741,220,Two people,have,have charged
2742,220,people,have,have charged in death of activist
2743,221,men,charged with,drugs
2744,221,men,charged in,death of transgender activist
2745,221,men,charged in,death of activist
2746,221,men,charged with,illicit drugs
2747,221,Two men,charged with,illicit drugs
2748,221,men,charged in,death
2749,221,men,charged with,distributing illicit drugs
2750,221,Two men,charged in,death
2751,221,Two men,charged with,distributing illicit drugs
2752,221,Two men,charged with,drugs
2753,221,Two men,charged with,distributing drugs
2754,221,men,charged with,distributing drugs
2755,221,Two men,charged in,death of activist
2756,221,Two men,charged in,death of transgender activist
2757,221,Two men,were charged with,illicit drugs
2758,221,men,were charged with,distributing drugs
2759,221,Two men,were charged with,distributing drugs
2760,221,men,were charged with,drugs
2761,221,Two men,were charged with,distributing illicit drugs
2762,221,men,were charged with,distributing illicit drugs
2763,221,Two men,were,charged
2764,221,men,were,charged
2765,221,Two men,were charged with,drugs
2766,221,men,were charged with,illicit drugs
2767,222,Vermont,of,largest city
2768,223,Owner,arrested for,propaganda
2769,223,the accused,was responsible for,functions associated
2770,223,the accused,was,responsible
2771,223,the accused,was responsible for,functions
2772,223,the,was responsible for,organizational functions associated
2773,223,the accused,was responsible for,organizational functions associated
2774,223,the,was responsible for,functions
2775,223,the accused,was responsible for,organizational functions
2776,223,the,was responsible for,organizational functions
2777,223,the,was,responsible
2778,223,the,was responsible for,functions associated
2779,224,Brazilian political star 's killing,was mystery until,federal report
2780,224,rising star 's killing,was mystery until,explosive report
2781,224,political star 's killing,was mystery until,report
2782,224,rising political star 's killing,was mystery until,report
2783,224,Brazilian rising star 's killing,was mystery until,federal report
2784,224,political star 's killing,was mystery until,explosive federal report
2785,224,star 's killing,was mystery until,explosive report
2786,224,Brazilian political star 's killing,was mystery until,explosive report
2787,224,rising political star 's killing,was mystery until,explosive federal report
2788,224,Brazilian star 's killing,was mystery until,federal report
2789,224,rising star 's killing,was mystery until,report
2790,224,Brazilian rising political star 's killing,was mystery until,report
2791,224,Brazilian rising political star 's killing,was mystery until,explosive federal report
2792,224,Brazilian political star 's killing,was,mystery
2793,224,Brazilian star 's killing,was mystery until,report
2794,224,Brazilian rising political star 's killing,was mystery until,explosive report
2795,224,rising star 's killing,was mystery until,explosive federal report
2796,224,rising star 's killing,was mystery until,federal report
2797,224,star 's killing,was mystery until,explosive federal report
2798,224,star 's killing,was,mystery
2799,224,Brazilian rising political star,has,killing
2800,224,Brazilian rising star 's killing,was,mystery
2801,224,Brazilian political star 's killing,was mystery until,report
2802,224,political star 's killing,was,mystery
2803,224,political star 's killing,was mystery until,explosive report
2804,224,Brazilian rising star 's killing,was mystery until,explosive federal report
2805,224,Brazilian rising star 's killing,was mystery until,explosive report
2806,224,rising star 's killing,was,mystery
2807,224,rising political star 's killing,was,mystery
2808,224,rising political star 's killing,was mystery until,explosive report
2809,224,Brazilian star 's killing,was mystery until,explosive federal report
2810,224,Brazilian star 's killing,was,mystery
2811,224,Brazilian rising political star 's killing,was mystery until,federal report
2812,224,star 's killing,was mystery until,report
2813,224,rising political star 's killing,was mystery until,federal report
2814,224,Brazilian star 's killing,was mystery until,explosive report
2815,224,Brazilian political star 's killing,was mystery until,explosive federal report
2816,224,political star 's killing,was mystery until,federal report
2817,224,Brazilian rising political star 's killing,was,mystery
2818,224,Brazilian rising star 's killing,was mystery until,report
2819,224,star 's killing,was mystery until,federal report
2820,224,rising political star,ties between,state civil police chief Rivaldo Barbosa
2821,224,political star,revelations in,500 page Federal Police report
2822,224,star,revelations,LGBTQ woman
2823,224,rising star,ties between,federal state civil police chief Rivaldo Barbosa
2824,224,political star,revelations in,page Federal Police report
2825,224,rising star,revelations,LGBTQ woman
2826,224,rising political star,ties in,killing of Councilwoman Marielle Franco
2827,224,rising political star,ties between,federal state civil police chief Rivaldo Barbosa
2828,224,rising political star,Explosive revelations in,500 page Federal Police report
2829,224,rising star,revelations,Black LGBTQ woman
2830,224,star,ties between,state police chief Rivaldo Barbosa
2831,224,rising political star,ties,LGBTQ woman
2832,224,rising star,Explosive revelations in,page Federal Police report
2833,224,political star,revelations,LGBTQ woman
2834,224,star,revelations,Black LGBTQ woman
2835,224,star,ties between,federal state police chief Rivaldo Barbosa
2836,224,star,revelations in,page Federal Police report
2837,224,political star,Explosive revelations in,page Federal Police report
2838,224,Explosive revelations,is in,500 page Federal Police report
2839,224,rising political star,ties in,killing
2840,224,rising star,Explosive revelations,LGBTQ woman
2841,224,rising star,ties between,federal state police chief Rivaldo Barbosa
2842,224,rising political star,revelations,LGBTQ woman
2843,224,star,Explosive revelations in,page Federal Police report
2844,224,rising political star,Explosive revelations,LGBTQ woman
2845,224,star,Explosive revelations in,500 page Federal Police report
2846,224,ties,is in,killing of Councilwoman Marielle Franco
2847,224,political star,revelations,Black LGBTQ woman
2848,224,rising political star,revelations in,page Federal Police report
2849,224,rising political star,ties between,federal state police chief Rivaldo Barbosa
2850,224,star,revelations in,500 page Federal Police report
2851,224,rising political star,Explosive revelations,Black LGBTQ woman
2852,224,political star,ties between,federal state civil police chief Rivaldo Barbosa
2853,224,rising political star,revelations in,500 page Federal Police report
2854,224,star,Explosive revelations,Black LGBTQ woman
2855,224,political star,Explosive revelations in,500 page Federal Police report
2856,224,rising political star,revelations,Black LGBTQ woman
2857,224,rising star,ties,LGBTQ woman
2858,224,political star,ties between,state civil police chief Rivaldo Barbosa
2859,224,rising star,ties between,state civil police chief Rivaldo Barbosa
2860,224,political star,ties,LGBTQ woman
2861,224,star,ties in,killing of Councilwoman Marielle Franco
2862,224,rising star,ties in,killing
2863,224,star,ties between,state civil police chief Rivaldo Barbosa
2864,224,rising political star,ties between,state police chief Rivaldo Barbosa
2865,224,star,Explosive revelations,LGBTQ woman
2866,224,rising star,revelations in,500 page Federal Police report
2867,224,star,ties in,killing
2868,224,star,ties between,federal state civil police chief Rivaldo Barbosa
2869,224,political star,Explosive revelations,LGBTQ woman
2870,224,rising star,Explosive revelations in,500 page Federal Police report
2871,224,rising star,revelations in,page Federal Police report
2872,224,rising star,Explosive revelations,Black LGBTQ woman
2873,224,political star,ties in,killing
2874,224,rising political star,Explosive revelations in,page Federal Police report
2875,224,rising star,ties in,killing of Councilwoman Marielle Franco
2876,224,star,ties,LGBTQ woman
2877,224,political star,Explosive revelations,Black LGBTQ woman
2878,224,political star,ties between,federal state police chief Rivaldo Barbosa
2879,224,political star,ties between,state police chief Rivaldo Barbosa
2880,224,rising star,ties between,state police chief Rivaldo Barbosa
2881,224,political star,ties in,killing of Councilwoman Marielle Franco
2882,225,Jace Reh,wants,ban on gay conversion practices
2883,225,Jace Reh,wants,ban
2884,225,Jace Reh,wants,ban on conversion practices
2885,226,resilience,underscore need In,face of legislation
2886,226,resilience,underscore,urgent need for affirming spaces
2887,226,joy,underscore need In,face of anti-trans legislation
2888,226,joy,underscore,urgent need
2889,226,joy,underscore,need for spaces
2890,226,resilience,underscore need In,face of anti-trans legislation
2891,226,resilience,underscore,urgent need
2892,226,resilience,underscore,urgent need for spaces
2893,226,urgent need,resilience of,trans youth
2894,226,joy,underscore need In,face of rising anti-trans legislation
2895,226,joy,underscore need In,face
2896,226,joy,underscore need In,face of rising legislation
2897,226,resilience,underscore need In,face of rising anti-trans legislation
2898,226,resilience,underscore,need for affirming spaces
2899,226,joy,underscore,need
2900,226,joy,underscore,need for affirming spaces
2901,226,resilience,underscore need In,face
2902,226,joy,underscore need In,face of legislation
2903,226,joy,underscore,urgent need for spaces
2904,226,need,resilience of,trans youth
2905,226,resilience,underscore need In,face of rising legislation
2906,226,resilience,underscore,need
2907,226,joy,underscore,urgent need for affirming spaces
2908,226,resilience,underscore,need for spaces
2909,227,Elliot Page,bashing laws among,400 artists
2910,227,Elliot Page,destructive anti-trans laws among,400 artists
2911,227,Elliot Page,destructive laws among,400 artists
2912,227,Elliot Page,bashing destructive laws among,400 artists
2913,227,Elliot Page,anti-trans laws among,400 artists
2914,227,Elliot Page,laws among,400 artists
2915,227,Elliot Page,bashing anti-trans laws among,400 artists
2916,227,Elliot Page,bashing destructive anti-trans laws among,400 artists
2917,227,anti-LGBTQ laws,is in,Canada
2918,227,Mae Martin,are among,over 400 celebrities
2919,227,Elliot Page,are among,over 400 celebrities
2920,227,Carly Rae Jepsen,are among,over 400 celebrities
2921,228,Two men,arrested in,death
2922,228,men,arrested in,death of trans activist
2923,228,men,arrested in,death
2924,228,Two men,arrested in,death of trans activist
2925,228,Gentili,died after,overdosing on laced heroin
2926,228,Gentili,died after,overdosing on heroin
2927,228,Gentili,died after,overdosing
2928,228,Gentili,died after,overdosing on fentanyl laced heroin
2929,228,Gentili,died in,February
2930,228,Michael Kuilan,are,charged
2931,229,transgender people,Looking for,home
2932,229,people,find,community
2933,229,transgender people,find community in,places
2934,229,transgender people,find community in,unexpected places
2935,229,people,find community in,places
2936,229,people,find community in,unexpected places
2937,229,people,Looking for,home
2938,229,transgender people,find,community
2939,229,they,found joy in,some country ’s states
2940,229,country,of,most conservative states
2941,229,they,found joy in,some of country ’s conservative states
2942,229,they,found joy in,some country ’s most conservative states
2943,229,they,found joy in,some
2944,229,they,found,joy
2945,229,they,found joy in,some of country ’s most conservative states
2946,229,they,found joy in,some country ’s conservative states
2947,229,they,found joy in,some of country ’s states
2948,230,We,are,told
2949,231,Biden,proclaiming at_time,Transgender Day on Easter Sunday
2950,231,Biden,proclaiming at_time,Transgender Day of Visibility Sunday
2951,231,Biden,proclaiming at_time,Transgender Day Sunday
2952,231,Biden,denies,proclaiming Transgender Day on Easter Sunday
2953,231,Biden,proclaiming at_time,Transgender Day of Visibility on Easter Sunday
2954,231,Biden,denies,proclaiming Transgender Day Sunday
2955,231,Biden,denies,proclaiming Transgender Day of Visibility Sunday
2956,231,Biden,denies,proclaiming Transgender Day of Visibility on Easter Sunday
2957,231,US President,making,decision
2958,231,US President,making,controversial decision
2959,232,Wisconsin governor vetoes,transgender,high school athletics ban
2960,232,Wisconsin governor vetoes,transgender,school athletics ban
2961,232,Wisconsin Gov. Tony Evers,vetoed,bill
2962,232,Wisconsin Gov. Tony Evers,vetoed,bill passed by controlled Legislature
2963,232,Wisconsin Gov. Tony Evers,vetoed,bill passed by Republican controlled Legislature
2964,232,Wisconsin Gov. Tony Evers,vetoed,bill passed
2965,232,Wisconsin Gov. Tony Evers,vetoed,bill passed by Legislature
2966,233,Vatican,publish document at_time,week
2967,233,Vatican,publish document at_time,next week
2968,233,Vatican,will publish at_time,next week
2969,233,Vatican,will publish at_time,week
2970,234,Wisconsin,’s,Democratic governor vetoes
2971,234,Wisconsin Democratic Gov. Tony Evers,vetoed,bill
2972,234,Wisconsin Democratic Gov. Tony Evers,vetoed bill on,Tuesday
2973,235,Wisconsin Gov. Evers vetoes transgender school athletics ban,decries,policies
2974,235,Wisconsin Gov. Evers vetoes transgender high school athletics ban,decries,policies
2975,235,Wisconsin Gov. Evers vetoes school athletics ban,decries,radical policies
2976,235,Wisconsin Gov. Evers vetoes transgender school athletics ban,decries,radical policies
2977,235,Wisconsin Gov. Evers vetoes high school athletics ban,decries,radical policies
2978,235,Wisconsin Gov. Evers vetoes high school athletics ban,decries,policies
2979,235,Wisconsin Gov. Evers vetoes transgender high school athletics ban,decries,radical policies
2980,235,Wisconsin Gov. Evers vetoes school athletics ban,decries,policies
2981,235,Evers,vetoed,bill passed by Republican controlled Legislature
2982,235,Evers,vetoed,bill passed
2983,235,Evers,vetoed,bill passed by Legislature
2984,235,Evers,vetoed,bill passed by controlled Legislature
2985,235,Evers,vetoed,bill
2986,236,mouthed Republican legislator,wants,seat in Missouri state Senate
2987,236,Foul mouthed homophobic legislator,wants,seat
2988,236,Foul mouthed homophobic legislator,wants,seat in Missouri state Senate
2989,236,legislator,wants,seat
2990,236,mouthed homophobic legislator,wants,seat in Missouri state Senate
2991,236,Foul mouthed Republican legislator,wants,seat in Missouri state Senate
2992,236,seat,is in,Missouri state Senate
2993,236,mouthed homophobic Republican legislator,wants,seat
2994,236,Foul mouthed homophobic Republican legislator,wants,seat
2995,236,mouthed homophobic Republican legislator,wants,seat in Missouri state Senate
2996,236,homophobic legislator,wants,seat
2997,236,Foul mouthed legislator,wants,seat in Missouri state Senate
2998,236,legislator,wants,seat in Missouri state Senate
2999,236,mouthed legislator,wants,seat in Missouri state Senate
3000,236,mouthed legislator,wants,seat
3001,236,mouthed homophobic legislator,wants,seat
3002,236,Foul mouthed homophobic Republican legislator,wants,seat in Missouri state Senate
3003,236,homophobic legislator,wants,seat in Missouri state Senate
3004,236,Foul mouthed legislator,wants,seat
3005,236,Republican legislator,wants,seat
3006,236,homophobic Republican legislator,wants,seat
3007,236,homophobic Republican legislator,wants,seat in Missouri state Senate
3008,236,mouthed Republican legislator,wants,seat
3009,236,Republican legislator,wants,seat in Missouri state Senate
3010,236,Foul mouthed Republican legislator,wants,seat
3011,236,former state representative,is running for,office
3012,236,former state representative,is in,Missouri
3013,236,former state representative,is with,extensive history of anti-LGBTQ slurs against fellow politicians
3014,237,ally,is in,his predecessor
3015,237,Pope Francis,found,ally
3016,237,he,spoke in,favor of civil partnerships
3017,237,Pope Francis,found,ally in his predecessor
3018,237,he,spoke in,favor of partnerships
3019,237,he,spoke in,favor
3020,238,Best Buy,funding LGBTQ groups because,conservative cabal
3021,238,Best Buy,funding,LGBTQ groups
3022,238,Best Buy,funding LGBTQ groups because,cabal
3023,239,Gov. Tony Evers,Vetoes,Bill
3024,239,Bill,Protect,Girls ' Sports
3025,239,Wisconsin 's Democrat Gov. Tony Evers,deny,passage to bill
3026,239,Wisconsin,has,liberal Democrat Gov.
3027,239,Wisconsin 's liberal Democrat Gov. Tony Evers,deny,passage
3028,239,Wisconsin 's liberal Democrat Gov. Tony Evers,arranged veto ceremony at_time,Tuesday
3029,239,Wisconsin 's liberal Democrat Gov. Tony Evers,deny,passage to bill
3030,239,Wisconsin 's Democrat Gov. Tony Evers,arranged veto ceremony at_time,Tuesday
3031,239,Wisconsin 's Democrat Gov. Tony Evers,deny,passage
3032,239,Bill,Protect Girls Sports from,Trans Athletes
3033,239,Gov. Tony Evers,Vetoes,Bill
3034,239,Bill,Protect,Girls Sports
3035,240,Hitler Praising,is In,New Lawsuit
3036,240,lawsuit,filed in,Los Angeles
3037,240,Kanye West,speaking of,Hitler
3038,240,lawsuit,filed on,Tuesday
3039,240,Kanye West,speaking highly of,Hitler
3040,242,Caitlin Clark,once dreamed of,going to UConn
3041,242,Caitlin Clark,once dreamed of,going
3042,242,Caitlin Clark,dreamed of,going to UConn
3043,242,Caitlin Clark,dreamed of,going
3044,242,she,Now 'll face,them
3045,242,she,'ll face,them
3046,242,Clark 's freshman year,ended with,Sweet 16 loss to UConn
3047,242,Clark,has,freshman year at Iowa
3048,242,Clark 's freshman year,ended with,Sweet 16 loss
3049,242,her final season,off cap is,Final Four win over Huskies
3050,242,cap,win over,Huskies
3051,243,Michigan governor signs,decriminalize,paid surrogacy contracts
3052,243,Michigan governor signs,decriminalize,surrogacy contracts
3053,243,event,is in,Royal Oak
3054,243,Gov. Gretchen Whitmer,described act at,event in Royal Oak
3055,243,Gov. Gretchen Whitmer,described,act
3056,243,Gov. Gretchen Whitmer,described act at,event
3057,243,Gov. Gretchen Whitmer,described act as,package
3058,243,Gov. Gretchen Whitmer,described act as,package of common sense
3059,243,Gov. Gretchen Whitmer,described act as,package of sense
3060,243,It,are,treated
3061,243,It,protect,families
3062,243,It,protect,families born
3063,243,It,are,treated equally
3064,243,It,protect,families born under IVF
3065,244,Karine Jean Pierre,slams misinformation on,Trans Day
3066,244,Karine Jean Pierre,slams misinformation on,Trans Day of Visibility
3067,244,Karine Jean Pierre,slams,misinformation
3068,244,Karine Jean Pierre,slams,wing misinformation
3069,244,Press Secretary Karine Jean Pierre,skewered,manufactured outrage
3070,244,Press Secretary Karine Jean Pierre,skewered,manufactured outrage over President Joe Biden ’s proclamation of Transgender Day of Visibility
3071,244,Press Secretary Karine Jean Pierre,skewered,outrage over President Joe Biden ’s proclamation
3072,244,President Joe Biden,over,proclamation of Transgender Day of Visibility
3073,244,Press Secretary Karine Jean Pierre,skewered,manufactured outrage over President Joe Biden ’s proclamation of Transgender Day
3074,244,Press Secretary Karine Jean Pierre,skewered outrage In,Monday ’s White House press briefing
3075,244,Press Secretary Karine Jean Pierre,skewered,outrage over President Joe Biden ’s proclamation of Transgender Day of Visibility
3076,244,Monday,In,White House press briefing
3077,244,Press Secretary Karine Jean Pierre,skewered,manufactured outrage over President Joe Biden ’s proclamation
3078,244,Press Secretary Karine Jean Pierre,skewered,outrage over President Joe Biden ’s proclamation of Transgender Day
3079,244,Press Secretary Karine Jean Pierre,skewered,outrage
3080,245,Elon Musk ’s X,appoints,safety chiefs
3081,245,Elon Musk ’s X,appoints safety chiefs,as it seeks
3082,245,Elon Musk,’s,X
3083,245,it,rebuild,ads business
3084,245,Elon Musk ’s X,appoints safety chiefs,it seeks
3085,245,Elon Musk ’s X,appoints,new safety chiefs
3086,245,Elon Musk ’s X,said at_time,Tuesday
3087,245,Elon Musk,’s,X
3088,246,Trans Visibility Day,One in,White House
3089,246,No One,is in,White House
3090,246,Trans Visibility Day,Was,Knew
3091,246,Biden,knew,it
3092,246,strategist James Carville,reacted to,criticism of Biden White House for its proclamation of Transgender Day of Visibility falling by stating
3093,246,strategist James Carville,reacted to,criticism for its proclamation of Transgender Day of Visibility falling
3094,246,Democratic strategist James Carville,reacted to,criticism for its proclamation of Transgender Day of Visibility
3095,246,strategist James Carville,reacted to,criticism of Biden White House for its proclamation of Transgender Day falling on Easter
3096,246,Democratic strategist James Carville,reacted On,Monday ’s broadcast of NewsNation ’s Cuomo
3097,246,strategist James Carville,reacted to,criticism of Biden White House
3098,246,strategist James Carville,reacted to,criticism for its proclamation falling
3099,246,Democratic strategist James Carville,reacted to,criticism
3100,246,Democratic strategist James Carville,reacted to,criticism of Biden White House for its proclamation of Transgender Day of Visibility
3101,246,strategist James Carville,reacted to,criticism of Biden White House for its proclamation falling on Easter by stating
3102,246,strategist James Carville,reacted to,criticism for its proclamation of Transgender Day of Visibility falling on Easter by stating
